"Date(UTC)","UnixTimeStamp","Value"
"7/7/2017","1499385600","67085.5686"
"7/8/2017","1499472000","67464.2959"
"7/9/2017","1499558400","68072.3545"
"7/10/2017","1499644800","69107.6248"
"7/11/2017","1499731200","68636.1856"
"7/12/2017","1499817600","66929.7884"
"7/13/2017","1499904000","67583.3821"
"7/14/2017","1499990400","66162.8973"
"7/15/2017","1500076800","68590.0251"
"7/16/2017","1500163200","70207.4606"
"7/17/2017","1500249600","66693.2842"
"7/18/2017","1500336000","68408.1739"
"7/19/2017","1500422400","71183.4584"
"7/20/2017","1500508800","73430.2935"
"7/21/2017","1500595200","73178.0557"
"7/22/2017","1500681600","72967.3365"
"7/23/2017","1500768000","75690.2025"
"7/24/2017","1500854400","73612.8357"
"7/25/2017","1500940800","77165.6725"
"7/26/2017","1501027200","76836.4143"
"7/27/2017","1501113600","75616.4916"
"7/28/2017","1501200000","77536.4097"
"7/29/2017","1501286400","76584.8357"
"7/30/2017","1501372800","79028.5340"
"7/31/2017","1501459200","80870.2609"
"8/1/2017","1501545600","80820.0069"
"8/2/2017","1501632000","79694.0246"
"8/3/2017","1501718400","76659.2680"
"8/4/2017","1501804800","79754.3216"
"8/5/2017","1501891200","78990.8015"
"8/6/2017","1501977600","80020.6258"
"8/7/2017","1502064000","82348.3479"
"8/8/2017","1502150400","83308.9277"
"8/9/2017","1502236800","84931.8970"
"8/10/2017","1502323200","83442.1715"
"8/11/2017","1502409600","84627.2607"
"8/12/2017","1502496000","87270.9302"
"8/13/2017","1502582400","87653.9263"
"8/14/2017","1502668800","89584.3061"
"8/15/2017","1502755200","90812.4199"
"8/16/2017","1502841600","91289.1473"
"8/17/2017","1502928000","92534.9297"
"8/18/2017","1503014400","91777.3051"
"8/19/2017","1503100800","95425.5042"
"8/20/2017","1503187200","93281.2322"
"8/21/2017","1503273600","95741.8313"
"8/22/2017","1503360000","95942.1567"
"8/23/2017","1503446400","98296.3711"
"8/24/2017","1503532800","97228.3329"
"8/25/2017","1503619200","95339.2953"
"8/26/2017","1503705600","95944.7226"
"8/27/2017","1503792000","95506.9876"
"8/28/2017","1503878400","92566.5693"
"8/29/2017","1503964800","99235.3690"
"8/30/2017","1504051200","99678.7102"
"8/31/2017","1504137600","97955.4642"
"9/1/2017","1504224000","98985.3654"
"9/2/2017","1504310400","98883.0465"
"9/3/2017","1504396800","98450.1542"
"9/4/2017","1504483200","99991.3961"
"9/5/2017","1504569600","100474.3339"
"9/6/2017","1504656000","99614.2702"
"9/7/2017","1504742400","101735.9047"
"9/8/2017","1504828800","106728.0408"
"9/9/2017","1504915200","104087.0767"
"9/10/2017","1505001600","102462.2609"
"9/11/2017","1505088000","102521.0502"
"9/12/2017","1505174400","108070.1938"
"9/13/2017","1505260800","103537.1178"
"9/14/2017","1505347200","105590.7742"
"9/15/2017","1505433600","109240.2979"
"9/16/2017","1505520000","107169.6341"
"9/17/2017","1505606400","108004.7306"
"9/18/2017","1505692800","105851.5969"
"9/19/2017","1505779200","108650.3899"
"9/20/2017","1505865600","107391.0713"
"9/21/2017","1505952000","109411.5400"
"9/22/2017","1506038400","108415.5019"
"9/23/2017","1506124800","103936.5010"
"9/24/2017","1506211200","106744.3503"
"9/25/2017","1506297600","101530.2447"
"9/26/2017","1506384000","102987.1868"
"9/27/2017","1506470400","105672.8117"
"9/28/2017","1506556800","101865.3038"
"9/29/2017","1506643200","97747.1226"
"9/30/2017","1506729600","97246.8496"
"10/1/2017","1506816000","101856.5841"
"10/2/2017","1506902400","101498.7153"
"10/3/2017","1506988800","101330.3025"
"10/4/2017","1507075200","104322.3490"
"10/5/2017","1507161600","107720.1602"
"10/6/2017","1507248000","102813.1953"
"10/7/2017","1507334400","100704.8489"
"10/8/2017","1507420800","104067.9114"
"10/9/2017","1507507200","104686.6792"
"10/10/2017","1507593600","106119.6349"
"10/11/2017","1507680000","109279.7021"
"10/12/2017","1507766400","105449.0222"
"10/13/2017","1507852800","110049.5848"
"10/14/2017","1507939200","105135.7480"
"10/15/2017","1508025600","108556.0976"
"10/16/2017","1508112000","112491.5255"
"10/17/2017","1508198400","114496.6530"
"10/18/2017","1508284800","113792.9401"
"10/19/2017","1508371200","117973.6768"
"10/20/2017","1508457600","117268.4555"
"10/21/2017","1508544000","116687.3756"
"10/22/2017","1508630400","118870.2012"
"10/23/2017","1508716800","117763.0093"
"10/24/2017","1508803200","121642.1225"
"10/25/2017","1508889600","118684.8641"
"10/26/2017","1508976000","114761.8238"
"10/27/2017","1509062400","117091.7153"
"10/28/2017","1509148800","118629.8189"
"10/29/2017","1509235200","117105.7539"
"10/30/2017","1509321600","115204.0015"
"10/31/2017","1509408000","119297.9707"
"11/1/2017","1509494400","120477.0125"
"11/2/2017","1509580800","115774.5028"
"11/3/2017","1509667200","113706.9239"
"11/4/2017","1509753600","111929.8264"
"11/5/2017","1509840000","117028.6700"
"11/6/2017","1509926400","114621.4140"
"11/7/2017","1510012800","113925.2212"
"11/8/2017","1510099200","116144.1465"
"11/9/2017","1510185600","114107.8220"
"11/10/2017","1510272000","115773.7593"
"11/11/2017","1510358400","115718.4140"
"11/12/2017","1510444800","118263.4894"
"11/13/2017","1510531200","117469.6839"
"11/14/2017","1510617600","114709.8740"
"11/15/2017","1510704000","115382.9053"
"11/16/2017","1510790400","111657.6225"
"11/17/2017","1510876800","112630.8165"
"11/18/2017","1510963200","111516.8425"
"11/19/2017","1511049600","112980.6417"
"11/20/2017","1511136000","120188.5528"
"11/21/2017","1511222400","118772.9291"
"11/22/2017","1511308800","118382.3196"
"11/23/2017","1511395200","122161.9842"
"11/24/2017","1511481600","124844.7158"
"11/25/2017","1511568000","125309.3717"
"11/26/2017","1511654400","125187.2930"
"11/27/2017","1511740800","123438.9985"
"11/28/2017","1511827200","121376.5047"
"11/29/2017","1511913600","123404.9935"
"11/30/2017","1512000000","124830.2891"
"12/1/2017","1512086400","125492.7020"
"12/2/2017","1512172800","125605.2762"
"12/3/2017","1512259200","121828.5383"
"12/4/2017","1512345600","125869.5928"
"12/5/2017","1512432000","123432.1491"
"12/6/2017","1512518400","123628.5175"
"12/7/2017","1512604800","125209.8857"
"12/8/2017","1512691200","127322.6374"
"12/9/2017","1512777600","128300.9697"
"12/10/2017","1512864000","126733.7869"
"12/11/2017","1512950400","128336.6496"
"12/12/2017","1513036800","128931.8969"
"12/13/2017","1513123200","134096.1365"
"12/14/2017","1513209600","137629.7703"
"12/15/2017","1513296000","143758.2604"
"12/16/2017","1513382400","141945.8652"
"12/17/2017","1513468800","142954.4584"
"12/18/2017","1513555200","147283.4924"
"12/19/2017","1513641600","144785.8066"
"12/20/2017","1513728000","143787.1073"
"12/21/2017","1513814400","143918.9673"
"12/22/2017","1513900800","143237.6550"
"12/23/2017","1513987200","149570.4924"
"12/24/2017","1514073600","148933.7151"
"12/25/2017","1514160000","150660.6855"
"12/26/2017","1514246400","151469.2196"
"12/27/2017","1514332800","152530.5011"
"12/28/2017","1514419200","156618.8488"
"12/29/2017","1514505600","153605.9851"
"12/30/2017","1514592000","154787.9850"
"12/31/2017","1514678400","156919.1805"
"1/1/2018","1514764800","159441.8475"
"1/2/2018","1514851200","159057.5377"
"1/3/2018","1514937600","158805.4552"
"1/4/2018","1515024000","162473.4175"
"1/5/2018","1515110400","166391.1687"
"1/6/2018","1515196800","163074.7937"
"1/7/2018","1515283200","169010.8826"
"1/8/2018","1515369600","168775.8944"
"1/9/2018","1515456000","170785.6861"
"1/10/2018","1515542400","174332.6871"
"1/11/2018","1515628800","179701.7760"
"1/12/2018","1515715200","180394.1239"
"1/13/2018","1515801600","181051.4051"
"1/14/2018","1515888000","185408.6710"
"1/15/2018","1515974400","181636.7811"
"1/16/2018","1516060800","187122.9824"
"1/17/2018","1516147200","191023.8179"
"1/18/2018","1516233600","189281.4868"
"1/19/2018","1516320000","188933.6732"
"1/20/2018","1516406400","196739.0047"
"1/21/2018","1516492800","192489.0949"
"1/22/2018","1516579200","197018.3120"
"1/23/2018","1516665600","196608.2455"
"1/24/2018","1516752000","201694.5298"
"1/25/2018","1516838400","203394.4979"
"1/26/2018","1516924800","203454.7751"
"1/27/2018","1517011200","202106.5578"
"1/28/2018","1517097600","204748.6580"
"1/29/2018","1517184000","213099.1585"
"1/30/2018","1517270400","210494.5728"
"1/31/2018","1517356800","215826.4032"
"2/1/2018","1517443200","221004.0257"
"2/2/2018","1517529600","224386.6900"
"2/3/2018","1517616000","223750.0072"
"2/4/2018","1517702400","223628.1980"
"2/5/2018","1517788800","229317.1819"
"2/6/2018","1517875200","226643.5460"
"2/7/2018","1517961600","232001.6424"
"2/8/2018","1518048000","229493.3998"
"2/9/2018","1518134400","232843.1343"
"2/10/2018","1518220800","234466.2002"
"2/11/2018","1518307200","236401.4541"
"2/12/2018","1518393600","241154.4129"
"2/13/2018","1518480000","242643.0985"
"2/14/2018","1518566400","236293.6820"
"2/15/2018","1518652800","238380.5890"
"2/16/2018","1518739200","243106.1504"
"2/17/2018","1518825600","243542.0698"
"2/18/2018","1518912000","243539.0262"
"2/19/2018","1518998400","242911.4767"
"2/20/2018","1519084800","239653.9119"
"2/21/2018","1519171200","241642.4700"
"2/22/2018","1519257600","243671.4308"
"2/23/2018","1519344000","245866.6703"
"2/24/2018","1519430400","244536.0463"
"2/25/2018","1519516800","250331.8931"
"2/26/2018","1519603200","247528.6317"
"2/27/2018","1519689600","243300.4607"
"2/28/2018","1519776000","252048.8658"
"3/1/2018","1519862400","253200.9448"
"3/2/2018","1519948800","255012.3761"
"3/3/2018","1520035200","260398.6003"
"3/4/2018","1520121600","253539.2030"
"3/5/2018","1520208000","254483.1024"
"3/6/2018","1520294400","255139.4372"
"3/7/2018","1520380800","263414.6349"
"3/8/2018","1520467200","262514.1983"
"3/9/2018","1520553600","256561.6774"
"3/10/2018","1520640000","259056.4904"
"3/11/2018","1520726400","257997.7068"
"3/12/2018","1520812800","259747.3582"
"3/13/2018","1520899200","259172.2120"
"3/14/2018","1520985600","256444.9328"
"3/15/2018","1521072000","259568.9864"
"3/16/2018","1521158400","268730.4354"
"3/17/2018","1521244800","266964.9124"
"3/18/2018","1521331200","264836.0208"
"3/19/2018","1521417600","265871.0509"
"3/20/2018","1521504000","267110.5194"
"3/21/2018","1521590400","263506.8368"
"3/22/2018","1521676800","263150.0403"
"3/23/2018","1521763200","264344.1817"
"3/24/2018","1521849600","262566.4697"
"3/25/2018","1521936000","263810.3782"
"3/26/2018","1522022400","270957.8644"
"3/27/2018","1522108800","264771.4928"
"3/28/2018","1522195200","264397.7036"
"3/29/2018","1522281600","259874.6018"
"3/30/2018","1522368000","262829.8108"
"3/31/2018","1522454400","259223.1258"
"4/1/2018","1522540800","259619.4056"
"4/2/2018","1522627200","259753.6379"
"4/3/2018","1522713600","253904.2585"
"4/4/2018","1522800000","256180.9285"
"4/5/2018","1522886400","257751.3129"
"4/6/2018","1522972800","264227.0250"
"4/7/2018","1523059200","259807.1339"
"4/8/2018","1523145600","257932.3909"
"4/9/2018","1523232000","249655.5258"
"4/10/2018","1523318400","255877.3350"
"4/11/2018","1523404800","253513.7145"
"4/12/2018","1523491200","252079.5961"
"4/13/2018","1523577600","254808.1705"
"4/14/2018","1523664000","255080.6519"
"4/15/2018","1523750400","255100.7545"
"4/16/2018","1523836800","256052.3846"
"4/17/2018","1523923200","255808.7177"
"4/18/2018","1524009600","249352.2209"
"4/19/2018","1524096000","256511.2913"
"4/20/2018","1524182400","250405.9833"
"4/21/2018","1524268800","259913.5162"
"4/22/2018","1524355200","256619.2584"
"4/23/2018","1524441600","260832.2833"
"4/24/2018","1524528000","255641.5849"
"4/25/2018","1524614400","257805.5643"
"4/26/2018","1524700800","267393.1962"
"4/27/2018","1524787200","257910.9333"
"4/28/2018","1524873600","254255.7956"
"4/29/2018","1524960000","265643.9588"
"4/30/2018","1525046400","264176.9608"
"5/1/2018","1525132800","256434.1957"
"5/2/2018","1525219200","261978.5703"
"5/3/2018","1525305600","263056.9143"
"5/4/2018","1525392000","266084.0108"
"5/5/2018","1525478400","270333.0862"
"5/6/2018","1525564800","270847.4157"
"5/7/2018","1525651200","276583.2170"
"5/8/2018","1525737600","273677.2789"
"5/9/2018","1525824000","270175.0286"
"5/10/2018","1525910400","270049.0630"
"5/11/2018","1525996800","273083.2403"
"5/12/2018","1526083200","278875.4553"
"5/13/2018","1526169600","278287.4780"
"5/14/2018","1526256000","273117.6599"
"5/15/2018","1526342400","269469.4111"
"5/16/2018","1526428800","269830.2400"
"5/17/2018","1526515200","272613.0226"
"5/18/2018","1526601600","270655.4582"
"5/19/2018","1526688000","272017.1413"
"5/20/2018","1526774400","275816.8568"
"5/21/2018","1526860800","278244.7720"
"5/22/2018","1526947200","275055.3865"
"5/23/2018","1527033600","274364.4160"
"5/24/2018","1527120000","264380.7978"
"5/25/2018","1527206400","266471.1125"
"5/26/2018","1527292800","270868.0697"
"5/27/2018","1527379200","264353.7928"
"5/28/2018","1527465600","269029.2955"
"5/29/2018","1527552000","268134.3091"
"5/30/2018","1527638400","265948.7560"
"5/31/2018","1527724800","272316.5210"
"6/1/2018","1527811200","261144.0211"
"6/2/2018","1527897600","268099.8023"
"6/3/2018","1527984000","266067.2667"
"6/4/2018","1528070400","267430.5410"
"6/5/2018","1528156800","266560.0064"
"6/6/2018","1528243200","265007.3855"
"6/7/2018","1528329600","267538.3994"
"6/8/2018","1528416000","268957.8818"
"6/9/2018","1528502400","280223.7453"
"6/10/2018","1528588800","269619.0449"
"6/11/2018","1528675200","274305.6302"
"6/12/2018","1528761600","277830.7046"
"6/13/2018","1528848000","270306.5868"
"6/14/2018","1528934400","269852.2189"
"6/15/2018","1529020800","269008.4063"
"6/16/2018","1529107200","271809.3725"
"6/17/2018","1529193600","269649.1862"
"6/18/2018","1529280000","279860.2700"
"6/19/2018","1529366400","282435.7599"
"6/20/2018","1529452800","279162.6223"
"6/21/2018","1529539200","282764.1807"
"6/22/2018","1529625600","284625.7577"
"6/23/2018","1529712000","280672.2867"
"6/24/2018","1529798400","281667.0977"
"6/25/2018","1529884800","282781.5154"
"6/26/2018","1529971200","280157.7279"
"6/27/2018","1530057600","288133.7823"
"6/28/2018","1530144000","279301.5766"
"6/29/2018","1530230400","277277.2425"
"6/30/2018","1530316800","287848.4026"
"7/1/2018","1530403200","276235.7552"
"7/2/2018","1530489600","281066.2288"
"7/3/2018","1530576000","285353.1633"
"7/4/2018","1530662400","282978.2286"
"7/5/2018","1530748800","292250.0375"
"7/6/2018","1530835200","287617.8867"
"7/7/2018","1530921600","290970.1220"
"7/8/2018","1531008000","285211.1629"
"7/9/2018","1531094400","292711.4538"
"7/10/2018","1531180800","285475.5765"
"7/11/2018","1531267200","277618.9439"
"7/12/2018","1531353600","280736.7326"
"7/13/2018","1531440000","277972.6386"
"7/14/2018","1531526400","278402.5296"
"7/15/2018","1531612800","280223.7415"
"7/16/2018","1531699200","280468.6157"
"7/17/2018","1531785600","286575.5390"
"7/18/2018","1531872000","284188.3364"
"7/19/2018","1531958400","280865.4338"
"7/20/2018","1532044800","276215.2061"
"7/21/2018","1532131200","265356.9052"
"7/22/2018","1532217600","277879.9228"
"7/23/2018","1532304000","287300.9941"
"7/24/2018","1532390400","282719.1101"
"7/25/2018","1532476800","289873.6853"
"7/26/2018","1532563200","287517.1961"
"7/27/2018","1532649600","286980.1700"
"7/28/2018","1532736000","288229.5692"
"7/29/2018","1532822400","289579.6618"
"7/30/2018","1532908800","289075.2031"
"7/31/2018","1532995200","290345.5569"
"8/1/2018","1533081600","287162.3906"
"8/2/2018","1533168000","292800.3203"
"8/3/2018","1533254400","285672.7276"
"8/4/2018","1533340800","292889.4426"
"8/5/2018","1533427200","293048.5066"
"8/6/2018","1533513600","293327.1090"
"8/7/2018","1533600000","291954.5748"
"8/8/2018","1533686400","294985.5601"
"8/9/2018","1533772800","295911.9974"
"8/10/2018","1533859200","292146.4903"
"8/11/2018","1533945600","293393.2115"
"8/12/2018","1534032000","285376.3397"
"8/13/2018","1534118400","285178.2999"
"8/14/2018","1534204800","286578.1953"
"8/15/2018","1534291200","283434.3978"
"8/16/2018","1534377600","279030.9812"
"8/17/2018","1534464000","284891.2505"
"8/18/2018","1534550400","280430.8589"
"8/19/2018","1534636800","282006.0502"
"8/20/2018","1534723200","283826.5336"
"8/21/2018","1534809600","286170.3659"
"8/22/2018","1534896000","289763.7194"
"8/23/2018","1534982400","279114.1930"
"8/24/2018","1535068800","282957.4500"
"8/25/2018","1535155200","283524.6978"
"8/26/2018","1535241600","288842.6926"
"8/27/2018","1535328000","285297.4737"
"8/28/2018","1535414400","282969.4280"
"8/29/2018","1535500800","278007.4815"
"8/30/2018","1535587200","279549.2413"
"8/31/2018","1535673600","280439.7219"
"9/1/2018","1535760000","277588.8544"
"9/2/2018","1535846400","274831.7379"
"9/3/2018","1535932800","274967.4979"
"9/4/2018","1536019200","276727.4580"
"9/5/2018","1536105600","277065.2980"
"9/6/2018","1536192000","276862.3513"
"9/7/2018","1536278400","272247.9516"
"9/8/2018","1536364800","271323.9081"
"9/9/2018","1536451200","257770.4413"
"9/10/2018","1536537600","260772.6661"
"9/11/2018","1536624000","255565.1744"
"9/12/2018","1536710400","252569.2634"
"9/13/2018","1536796800","246361.6094"
"9/14/2018","1536883200","253565.5649"
"9/15/2018","1536969600","254429.8705"
"9/16/2018","1537056000","253293.4755"
"9/17/2018","1537142400","254187.1006"
"9/18/2018","1537228800","253649.0746"
"9/19/2018","1537315200","257726.2250"
"9/20/2018","1537401600","256660.2049"
"9/21/2018","1537488000","255415.9684"
"9/22/2018","1537574400","262892.1809"
"9/23/2018","1537660800","260332.2270"
"9/24/2018","1537747200","261741.3439"
"9/25/2018","1537833600","259333.6504"
"9/26/2018","1537920000","266760.1081"
"9/27/2018","1538006400","265516.5942"
"9/28/2018","1538092800","264448.9358"
"9/29/2018","1538179200","259938.0808"
"9/30/2018","1538265600","263793.7941"
"10/1/2018","1538352000","259027.1628"
"10/2/2018","1538438400","259556.2604"
"10/3/2018","1538524800","258086.8149"
"10/4/2018","1538611200","261317.7945"
"10/5/2018","1538697600","259922.3350"
"10/6/2018","1538784000","261827.4556"
"10/7/2018","1538870400","263804.8258"
"10/8/2018","1538956800","266039.6993"
"10/9/2018","1539043200","263567.6875"
"10/10/2018","1539129600","263745.3818"
"10/11/2018","1539216000","259550.9898"
"10/12/2018","1539302400","259276.4273"
"10/13/2018","1539388800","256898.5131"
"10/14/2018","1539475200","259153.1832"
"10/15/2018","1539561600","257050.9069"
"10/16/2018","1539648000","257301.1164"
"10/17/2018","1539734400","255963.6456"
"10/18/2018","1539820800","260467.6722"
"10/19/2018","1539907200","257014.0360"
"10/20/2018","1539993600","254001.5821"
"10/21/2018","1540080000","250880.7230"
"10/22/2018","1540166400","248448.5101"
"10/23/2018","1540252800","251290.4440"
"10/24/2018","1540339200","252624.5976"
"10/25/2018","1540425600","248587.8675"
"10/26/2018","1540512000","247418.1596"
"10/27/2018","1540598400","249171.0755"
"10/28/2018","1540684800","247255.9293"
"10/29/2018","1540771200","245030.1321"
"10/30/2018","1540857600","246201.3542"
"10/31/2018","1540944000","250905.0699"
"11/1/2018","1541030400","244006.5278"
"11/2/2018","1541116800","238273.7031"
"11/3/2018","1541203200","238121.4847"
"11/4/2018","1541289600","242188.0672"
"11/5/2018","1541376000","240396.5874"
"11/6/2018","1541462400","240620.5981"
"11/7/2018","1541548800","242339.0598"
"11/8/2018","1541635200","244303.6240"
"11/9/2018","1541721600","239347.1981"
"11/10/2018","1541808000","241506.2067"
"11/11/2018","1541894400","246520.2576"
"11/12/2018","1541980800","240140.4087"
"11/13/2018","1542067200","242075.0552"
"11/14/2018","1542153600","242719.7623"
"11/15/2018","1542240000","241426.5550"
"11/16/2018","1542326400","245905.3567"
"11/17/2018","1542412800","236757.3434"
"11/18/2018","1542499200","237403.7532"
"11/19/2018","1542585600","234641.4812"
"11/20/2018","1542672000","230234.6676"
"11/21/2018","1542758400","221561.8192"
"11/22/2018","1542844800","215752.1927"
"11/23/2018","1542931200","218447.3683"
"11/24/2018","1543017600","216064.3952"
"11/25/2018","1543104000","212268.4544"
"11/26/2018","1543190400","212144.5729"
"11/27/2018","1543276800","195098.6206"
"11/28/2018","1543363200","187566.5787"
"11/29/2018","1543449600","190642.8421"
"11/30/2018","1543536000","189699.1171"
"12/1/2018","1543622400","194472.9925"
"12/2/2018","1543708800","186119.0702"
"12/3/2018","1543795200","185698.7963"
"12/4/2018","1543881600","189779.3064"
"12/5/2018","1543968000","185236.3756"
"12/6/2018","1544054400","188467.1311"
"12/7/2018","1544140800","180043.8657"
"12/8/2018","1544227200","176367.3456"
"12/9/2018","1544313600","174777.9395"
"12/10/2018","1544400000","184534.7880"
"12/11/2018","1544486400","177759.9197"
"12/12/2018","1544572800","172754.9686"
"12/13/2018","1544659200","171179.1852"
"12/14/2018","1544745600","167959.6613"
"12/15/2018","1544832000","171971.1573"
"12/16/2018","1544918400","169448.7942"
"12/17/2018","1545004800","166783.1153"
"12/18/2018","1545091200","163361.8500"
"12/19/2018","1545177600","165252.0656"
"12/20/2018","1545264000","164235.7302"
"12/21/2018","1545350400","166137.2784"
"12/22/2018","1545436800","168323.7647"
"12/23/2018","1545523200","169348.9776"
"12/24/2018","1545609600","177137.1590"
"12/25/2018","1545696000","182556.3271"
"12/26/2018","1545782400","189689.6534"
"12/27/2018","1545868800","184499.9643"
"12/28/2018","1545955200","181452.6836"
"12/29/2018","1546041600","182108.4782"
"12/30/2018","1546128000","183085.9828"
"12/31/2018","1546214400","185526.8826"
"1/1/2019","1546300800","174844.3888"
"1/2/2019","1546387200","180873.7589"
"1/3/2019","1546473600","181264.0069"
"1/4/2019","1546560000","180399.7742"
"1/5/2019","1546646400","185468.0980"
"1/6/2019","1546732800","187186.1718"
"1/7/2019","1546819200","190298.3768"
"1/8/2019","1546905600","184981.6534"
"1/9/2019","1546992000","190211.5117"
"1/10/2019","1547078400","186276.7852"
"1/11/2019","1547164800","186790.9227"
"1/12/2019","1547251200","181093.0092"
"1/13/2019","1547337600","182569.7794"
"1/14/2019","1547424000","184943.4647"
"1/15/2019","1547510400","188708.0399"
"1/16/2019","1547596800","179529.6880"
"1/17/2019","1547683200","177700.9741"
"1/18/2019","1547769600","177754.3264"
"1/19/2019","1547856000","184503.3671"
"1/20/2019","1547942400","184550.3414"
"1/21/2019","1548028800","178144.5980"
"1/22/2019","1548115200","180021.9752"
"1/23/2019","1548201600","168483.6724"
"1/24/2019","1548288000","175286.5866"
"1/25/2019","1548374400","175620.0016"
"1/26/2019","1548460800","170993.5618"
"1/27/2019","1548547200","168650.5178"
"1/28/2019","1548633600","155983.8223"
"1/29/2019","1548720000","146880.6219"
"1/30/2019","1548806400","145301.9116"
"1/31/2019","1548892800","150028.8135"
"2/1/2019","1548979200","143116.0140"
"2/2/2019","1549065600","143036.2313"
"2/3/2019","1549152000","139150.9121"
"2/4/2019","1549238400","141058.0782"
"2/5/2019","1549324800","141593.6815"
"2/6/2019","1549411200","139435.1741"
"2/7/2019","1549497600","139449.9210"
"2/8/2019","1549584000","142467.7242"
"2/9/2019","1549670400","141162.9802"
"2/10/2019","1549756800","145132.8832"
"2/11/2019","1549843200","142235.6399"
"2/12/2019","1549929600","147544.2715"
"2/13/2019","1550016000","142540.4061"
"2/14/2019","1550102400","140337.5751"
"2/15/2019","1550188800","139939.2522"
"2/16/2019","1550275200","144000.9622"
"2/17/2019","1550361600","140520.5263"
"2/18/2019","1550448000","144791.9973"
"2/19/2019","1550534400","154063.7497"
"2/20/2019","1550620800","152931.5965"
"2/21/2019","1550707200","152031.7369"
"2/22/2019","1550793600","150079.7621"
"2/23/2019","1550880000","159998.9286"
"2/24/2019","1550966400","156160.2762"
"2/25/2019","1551052800","154106.7468"
"2/26/2019","1551139200","156426.1998"
"2/27/2019","1551225600","156143.0510"
"2/28/2019","1551312000","157689.3983"
"3/1/2019","1551398400","153097.6788"
"3/2/2019","1551484800","153058.8872"
"3/3/2019","1551571200","151531.1136"
"3/4/2019","1551657600","150458.7982"
"3/5/2019","1551744000","152786.6159"
"3/6/2019","1551830400","151340.1074"
"3/7/2019","1551916800","151877.0796"
"3/8/2019","1552003200","153458.7686"
"3/9/2019","1552089600","148650.1467"
"3/10/2019","1552176000","152288.5413"
"3/11/2019","1552262400","148706.8400"
"3/12/2019","1552348800","147963.0717"
"3/13/2019","1552435200","146450.3292"
"3/14/2019","1552521600","147584.4770"
"3/15/2019","1552608000","147372.3030"
"3/16/2019","1552694400","153072.7414"
"3/17/2019","1552780800","150878.2844"
"3/18/2019","1552867200","148627.3403"
"3/19/2019","1552953600","144234.0276"
"3/20/2019","1553040000","150209.6171"
"3/21/2019","1553126400","148069.7725"
"3/22/2019","1553212800","146786.8620"
"3/23/2019","1553299200","147430.1559"
"3/24/2019","1553385600","147221.5813"
"3/25/2019","1553472000","147020.8267"
"3/26/2019","1553558400","142510.2071"
"3/27/2019","1553644800","141617.4885"
"3/28/2019","1553731200","141422.8001"
"3/29/2019","1553817600","141987.9888"
"3/30/2019","1553904000","136800.3330"
"3/31/2019","1553990400","137794.0603"
"4/1/2019","1554076800","145052.8084"
"4/2/2019","1554163200","143434.3513"
"4/3/2019","1554249600","142099.9699"
"4/4/2019","1554336000","146678.0654"
"4/5/2019","1554422400","145454.2284"
"4/6/2019","1554508800","146623.5430"
"4/7/2019","1554595200","145749.6505"
"4/8/2019","1554681600","146577.5911"
"4/9/2019","1554768000","147734.0918"
"4/10/2019","1554854400","151042.7971"
"4/11/2019","1554940800","150418.3563"
"4/12/2019","1555027200","149367.7831"
"4/13/2019","1555113600","152091.1421"
"4/14/2019","1555200000","153896.4586"
"4/15/2019","1555286400","154386.8729"
"4/16/2019","1555372800","151780.8453"
"4/17/2019","1555459200","148013.0854"
"4/18/2019","1555545600","147588.2697"
"4/19/2019","1555632000","150842.0119"
"4/20/2019","1555718400","149431.5319"
"4/21/2019","1555804800","150581.2768"
"4/22/2019","1555891200","152211.0941"
"4/23/2019","1555977600","150491.5580"
"4/24/2019","1556064000","147605.7983"
"4/25/2019","1556150400","148047.3709"
"4/26/2019","1556236800","148934.0643"
"4/27/2019","1556323200","151569.4474"
"4/28/2019","1556409600","150065.7930"
"4/29/2019","1556496000","152499.3160"
"4/30/2019","1556582400","154027.7600"
"5/1/2019","1556668800","153722.9371"
"5/2/2019","1556755200","152292.7053"
"5/3/2019","1556841600","149734.1014"
"5/4/2019","1556928000","157316.5166"
"5/5/2019","1557014400","156285.5768"
"5/6/2019","1557100800","152371.8572"
"5/7/2019","1557187200","155268.5990"
"5/8/2019","1557273600","153710.6000"
"5/9/2019","1557360000","154275.3123"
"5/10/2019","1557446400","154745.8825"
"5/11/2019","1557532800","155036.8502"
"5/12/2019","1557619200","157778.9209"
"5/13/2019","1557705600","155740.5065"
"5/14/2019","1557792000","160908.9520"
"5/15/2019","1557878400","162979.1160"
"5/16/2019","1557964800","161412.0335"
"5/17/2019","1558051200","170929.3098"
"5/18/2019","1558137600","171711.2012"
"5/19/2019","1558224000","168230.6420"
"5/20/2019","1558310400","165541.0784"
"5/21/2019","1558396800","163076.6483"
"5/22/2019","1558483200","164945.5750"
"5/23/2019","1558569600","162420.2795"
"5/24/2019","1558656000","159701.1251"
"5/25/2019","1558742400","162225.7339"
"5/26/2019","1558828800","161032.7064"
"5/27/2019","1558915200","165801.4740"
"5/28/2019","1559001600","161367.1711"
"5/29/2019","1559088000","171496.9579"
"5/30/2019","1559174400","168020.9482"
"5/31/2019","1559260800","169060.8842"
"6/1/2019","1559347200","169032.1384"
"6/2/2019","1559433600","170485.9048"
"6/3/2019","1559520000","163195.0397"
"6/4/2019","1559606400","164488.7217"
