Date,lower,best,upper
2021-03-11,7.383496,10.444269,15.166144
2021-03-12,7.390558,10.453765,15.178867
2021-03-13,7.512963,10.626400,15.428451
2021-03-14,7.695766,10.884445,15.801998
2021-03-15,7.577215,10.716288,15.556822
2021-03-16,7.710123,10.903742,15.827840
2021-03-17,7.774593,10.994398,15.958319
2021-03-18,7.711960,10.905312,15.827904
2021-03-19,7.803385,11.034074,16.013668
2021-03-20,7.980431,11.283886,16.375075
2021-03-21,7.917923,11.194978,16.244917
2021-03-22,7.844936,11.091261,16.093291
2021-03-23,7.925919,11.205228,16.257523
2021-03-24,7.866843,11.121188,16.134465
2021-03-25,8.056331,11.388527,16.521168
2021-03-26,8.358895,11.815681,17.139639
2021-03-27,8.190177,11.576647,16.791733
2021-03-28,8.311481,11.747556,17.038450
2021-03-29,8.422871,11.904439,17.264790
2021-03-30,8.341607,11.789032,17.096230
2021-03-31,8.229321,11.629795,16.864139
2021-04-01,8.397755,11.867274,17.207308
2021-04-02,8.460738,11.955720,17.334352
2021-04-03,8.458882,11.952538,17.328539
2021-04-04,8.665747,12.244269,17.750256
2021-04-05,8.889850,12.560328,18.207181
2021-04-06,8.768103,12.387737,17.955755
2021-04-07,8.828812,12.472926,18.077986
2021-04-08,8.967877,12.668799,18.360614
2021-04-09,8.890028,12.558238,18.199124
2021-04-10,9.129185,12.895475,18.686553
2021-04-11,8.813685,12.449235,18.038673
2021-04-12,9.379294,13.247534,19.194070
2021-04-13,9.298190,13.132370,19.025902
2021-04-14,9.264939,13.084799,18.955680
2021-04-15,9.268634,13.089410,18.961056
2021-04-16,8.790330,12.413360,17.980509
2021-04-17,8.956769,12.647812,18.318852
2021-04-18,9.111985,12.866395,18.634165
2021-04-19,8.818410,12.451281,18.031726
2021-04-20,9.157912,12.930046,18.723784
2021-04-21,9.343187,13.191025,19.100395
2021-04-22,9.279966,13.101161,18.968976
2021-04-23,9.369265,13.226619,19.149315
2021-04-24,9.412298,13.286754,19.235064
2021-04-25,9.694553,13.684564,19.809616
2021-04-26,9.794206,13.824593,20.010955
2021-04-27,9.646635,13.615666,19.707192
2021-04-28,10.051608,14.186608,20.532169
2021-04-29,9.876577,13.938930,20.172333
2021-04-30,9.812599,13.848000,20.039375
2021-05-01,9.948158,14.038659,20.313896
2021-05-02,9.858462,13.911442,20.128445
2021-05-03,9.858488,13.910839,20.126205
2021-05-04,10.238906,14.446963,20.900451
2021-05-05,10.048737,14.177985,20.509929
2021-05-06,10.257293,14.471577,20.933221
2021-05-07,10.015232,14.129415,20.436897
2021-05-08,10.122134,14.279576,20.652692
2021-05-09,10.392276,14.660000,21.201468
2021-05-10,10.370568,14.628707,21.154782
2021-05-11,10.360386,14.613674,21.131614
2021-05-12,10.418005,14.694275,21.246730
2021-05-13,10.665052,15.042038,21.748099
2021-05-14,10.649893,15.019970,21.714728
2021-05-15,10.626539,14.986348,21.664659
2021-05-16,10.790126,15.216355,21.995682
2021-05-17,10.594604,14.939945,21.594670
2021-05-18,10.806468,15.238009,22.024020
2021-05-19,10.800028,15.228234,22.008410
2021-05-20,10.982794,15.485230,22.378328
2021-05-21,10.579501,14.915925,21.554155
2021-05-22,10.595495,14.937795,21.584309
2021-05-23,10.408276,14.673181,21.200534
2021-05-24,10.246407,14.444327,20.868476
2021-05-25,10.273768,14.482239,20.921848
2021-05-26,10.322855,14.550772,21.019448
2021-05-27,10.165517,14.328342,20.696750
2021-05-28,10.115247,14.256838,20.592089
2021-05-29,10.162762,14.323159,20.686498
2021-05-30,10.185555,14.354631,20.730568
2021-05-31,10.028382,14.132484,20.408388
2021-06-01,9.759508,13.752950,19.858988
2021-06-02,9.993201,14.081629,20.332238
2021-06-03,9.894912,13.942496,20.130006
2021-06-04,10.225017,14.406981,20.799239
2021-06-05,10.134705,14.279086,20.613227
2021-06-06,10.228254,14.410239,20.801176
2021-06-07,10.138726,14.283460,20.616801
2021-06-08,10.307643,14.520776,20.957952
2021-06-09,10.103181,14.232100,20.539941
2021-06-10,9.819956,13.832503,19.961914
2021-06-11,9.947225,14.011143,20.218374
2021-06-12,9.732474,13.708039,19.779677
2021-06-13,9.641350,13.579081,19.592304
2021-06-14,9.708572,13.673141,19.726713
2021-06-15,9.873629,13.904975,20.059862
2021-06-16,9.585881,13.499135,19.473094
2021-06-17,9.601753,13.520878,19.503172
2021-06-18,9.695183,13.651830,19.690764
2021-06-19,9.357292,13.175453,19.002408
2021-06-20,9.061032,12.757734,18.398736
2021-06-21,8.683120,12.225093,17.629421
2021-06-22,8.515823,11.989016,17.287844
2021-06-23,8.084643,11.381468,16.410696
2021-06-24,8.044497,11.324444,16.327401
2021-06-25,7.843451,11.040932,15.917592
2021-06-26,7.723422,10.871485,15.672274
2021-06-27,7.842160,11.038128,15.911462
2021-06-28,8.008933,11.272363,16.248046
2021-06-29,8.049759,11.329318,16.329072
2021-06-30,8.099553,11.398890,16.428270
2021-07-01,7.893797,11.108824,16.009175
2021-07-02,8.071386,11.358235,16.367537
2021-07-03,8.100751,11.399051,16.425281
2021-07-04,8.055664,11.335101,16.332066
2021-07-05,8.170597,11.496310,16.563261
2021-07-06,8.370832,11.777525,16.967313
2021-07-07,8.203866,11.542095,16.627057
2021-07-08,8.304526,11.683195,16.829223
2021-07-09,8.256450,11.615042,16.729963
2021-07-10,8.556352,12.036406,17.335754
2021-07-11,8.488521,11.940456,17.196442
2021-07-12,8.521526,11.986350,17.261416
2021-07-13,8.135534,11.442907,16.477739
2021-07-14,8.222806,11.565147,16.652683
2021-07-15,8.058093,11.332980,16.317326
2021-07-16,8.426627,11.850765,17.061733
2021-07-17,8.492753,11.943233,17.193746
2021-07-18,8.515405,11.974557,17.237725
2021-07-19,8.507976,11.963582,17.220811
2021-07-20,8.428126,11.850777,17.057333
2021-07-21,8.596737,12.087326,17.396684
2021-07-22,8.576965,12.058994,17.354786
2021-07-23,8.726378,12.268523,17.655192
2021-07-24,8.767147,12.325298,17.735750
2021-07-25,8.806017,12.379397,17.812449
2021-07-26,8.899691,12.510531,17.999976
2021-07-27,8.865791,12.462328,17.929468
2021-07-28,9.052948,12.724849,18.305976
2021-07-29,8.912631,12.527068,18.020290
2021-07-30,8.572270,12.048146,17.330243
2021-07-31,8.939559,12.563812,18.070825
2021-08-01,9.035300,12.697811,18.262386
2021-08-02,9.246443,12.993970,18.687133
2021-08-03,9.467398,13.303893,19.131619
2021-08-04,9.541503,13.407441,19.279290
2021-08-05,9.511321,13.364444,19.216232
2021-08-06,9.484820,13.326623,19.160624
2021-08-07,9.573524,13.450667,19.337735
2021-08-08,9.593213,13.477740,19.375419
2021-08-09,9.845200,13.831159,19.882220
2021-08-10,10.106280,14.197320,20.407272
2021-08-11,9.666561,13.579008,19.517263
2021-08-12,9.940409,13.963083,20.068020
2021-08-13,9.816481,13.788403,19.815703
2021-08-14,9.894336,13.897152,19.970719
2021-08-15,9.632380,13.528631,19.439903
2021-08-16,9.698811,13.621339,19.571874
2021-08-17,9.959217,13.986453,20.095214
2021-08-18,9.979318,14.014073,20.133617
2021-08-19,10.335455,14.513568,20.849905
2021-08-20,10.069333,14.139251,20.310880
2021-08-21,10.239358,14.377373,20.651630
2021-08-22,10.235133,14.370817,20.640905
2021-08-23,10.161462,14.266758,20.490147
2021-08-24,10.347861,14.527833,20.863787
2021-08-25,10.552867,14.815007,21.274860
2021-08-26,10.544624,14.802793,21.255976
2021-08-27,10.539312,14.794695,21.243007
2021-08-28,10.341174,14.515927,20.841421
2021-08-29,10.532876,14.784379,21.225516
2021-08-30,10.752923,15.092593,21.666644
2021-08-31,10.840987,15.215540,21.841768
2021-09-01,10.621600,14.906981,21.397488
2021-09-02,10.972800,15.399211,22.102643
2021-09-03,10.995259,15.430063,22.145533
2021-09-04,10.785761,15.135414,21.721282
2021-09-05,11.192364,15.705313,22.537745
2021-09-06,11.250123,15.785680,22.651653
2021-09-07,11.231045,15.758233,22.610849
2021-09-08,11.333944,15.901924,22.815595
2021-09-09,11.281865,15.828174,22.708357
2021-09-10,11.310276,15.867351,22.763139
2021-09-11,11.215983,15.734389,22.570981
2021-09-12,11.595696,16.266371,23.332650
2021-09-13,11.212564,15.728241,22.559340
2021-09-14,11.233256,15.756590,22.598589
2021-09-15,11.303422,15.854330,22.737352
2021-09-16,11.272136,15.809769,22.672031
2021-09-17,11.340512,15.904987,22.807157
2021-09-18,11.479619,16.099394,23.084490
2021-09-19,11.460417,16.071776,23.043454
2021-09-20,11.473307,16.089164,23.066950
2021-09-21,11.859898,16.630574,23.841683
2021-09-22,11.429270,16.026039,22.973591
2021-09-23,11.220189,15.732194,22.550958
2021-09-24,11.415687,16.005625,22.941477
2021-09-25,11.830774,16.586898,23.773163
2021-09-26,11.596206,16.257337,23.299376
2021-09-27,11.598974,16.260523,23.302498
2021-09-28,11.258851,15.783035,22.616821
2021-09-29,11.428754,16.020528,22.955724
2021-09-30,10.934785,15.327442,21.961247
2021-10-01,11.425908,16.015174,22.945214
2021-10-02,11.495133,16.111518,23.081823
2021-10-03,11.304672,15.843894,22.697015
2021-10-04,11.282149,15.811657,22.649436
2021-10-05,11.683839,16.373919,23.453403
2021-10-06,11.612367,16.273066,23.307508
2021-10-07,11.549431,16.184182,23.178775
2021-10-08,11.846815,16.600202,23.773129
2021-10-09,11.481731,16.087950,23.038116
2021-10-10,11.459236,16.055750,22.990592
2021-10-11,11.919515,16.699948,23.911565
2021-10-12,11.716988,16.415501,23.502840
2021-10-13,11.766859,16.484672,23.600428
2021-10-14,11.507158,16.120164,23.077161
2021-10-15,11.184866,15.668010,22.428496
2021-10-16,11.422310,15.999950,22.902259
2021-10-17,11.429862,16.009853,22.915031
2021-10-18,11.355620,15.905190,22.763834
2021-10-19,11.338987,15.881223,22.728142
2021-10-20,11.516416,16.129047,23.081401
2021-10-21,11.636706,16.296829,23.320080
2021-10-22,12.025090,16.840040,24.095920
2021-10-23,11.636247,16.294814,23.314350
2021-10-24,11.731691,16.427777,23.503160
2021-10-25,12.073146,16.905203,24.184737
2021-10-26,12.211409,17.098084,24.459186
2021-10-27,12.125901,16.977645,24.285416
2021-10-28,11.905966,16.669011,23.842486
2021-10-29,11.874502,16.624262,23.777034
2021-10-30,11.998271,16.796832,24.022395
2021-10-31,11.806366,16.527485,23.635746
2021-11-01,12.151612,17.010074,24.324415
2021-11-02,12.275445,17.182697,24.569777
2021-11-03,12.509356,17.509384,25.035394
2021-11-04,12.049743,16.865356,24.113085
2021-11-05,12.365493,17.306570,24.742409
2021-11-06,12.302534,17.217733,24.613914
2021-11-07,12.633478,17.680160,25.273456
2021-11-08,12.712553,17.790048,25.428940
2021-11-09,12.917065,18.075489,25.835387
2021-11-10,12.553174,17.565546,25.105008
2021-11-11,12.913692,18.069262,25.823371
2021-11-12,13.059489,18.272504,26.112257
2021-11-13,13.043725,18.249687,26.078079
2021-11-14,12.834628,17.956388,25.657423
2021-11-15,13.164540,18.417187,26.314263
2021-11-16,12.673306,17.729214,25.329772
2021-11-17,13.210805,18.480375,26.401372
2021-11-18,13.396681,18.739615,26.770119
2021-11-19,12.798374,17.901944,25.571945
2021-11-20,12.671596,17.723876,25.316066
2021-11-21,12.678852,17.733288,25.327991
